gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic
59,Lacking long-term water source sustainability assessment,75,159,Redundant/Looped Water Main,100,18,Redundant Water Infrastructure,9250.00,23166.6667,"Similar to Gap 24/Strategy 156, but may include additional allocated costs for physical security upgrades (e.g., manhole locks, secure valve boxes) near building connections or on critical mains servi"
59,Lacking long-term water source sustainability assessment,90,157,Water Vulnerability/Resiliency Assessment,95,21,Water System Management & Monitoring,9250.00,23166.6667,"Primarily system-level costs (hardening mains, valves in flood zones). Cost per building represents allocated share (~135 buildings) of hardening sections of the distribution system impacting service "
60,Insufficient on-site storage capacity for critical resources,95,69,Centralized Fuel Storage Capacity,85,10,Combustion Turbines (CT),275000.00,650000.00,Significantly expanded centralized fuel storage for CTs designed for extended operation (7+ days). Includes advanced safety and monitoring.
60,Insufficient on-site storage capacity for critical resources,95,67,Fuel Storage Capacity,85,10,Combustion Turbines (CT),225000.00,550000.00,Building-specific expanded fuel storage designed for extended CT operation. Includes advanced monitoring and safety systems.
60,Insufficient on-site storage capacity for critical resources,95,67,Fuel Storage Capacity,80,5,Fuel Cells,125000.00,300000.00,"Compact high-capacity fuel storage with advanced monitoring, safety systems, and efficient space utilization."
60,Insufficient on-site storage capacity for critical resources,85,95,Critical Spares and Obsolescence Prevention,85,11,Generator Reliability,80000.00,225000.00,Development of enhanced on-site storage for critical generator parts and fuel. Includes secure facilities and inventory management.
60,Insufficient on-site storage capacity for critical resources,95,69,Centralized Fuel Storage Capacity,85,6,Hydrogen Production,850000.00,2200000.00,"Expanded centralized hydrogen storage designed for extended operation (14+ days). Includes larger tanks, advanced safety systems, and monitoring."
60,Insufficient on-site storage capacity for critical resources,95,67,Fuel Storage Capacity,85,6,Hydrogen Production,700000.00,1700000.00,Expanded building-specific hydrogen storage designed for extended operation. Includes optimized storage solutions for space-constrained sites.
60,Insufficient on-site storage capacity for critical resources,95,69,Centralized Fuel Storage Capacity,85,2,Reciprocating Internal Combustion Engines (RICE),225000.00,550000.00,Significantly expanded centralized fuel storage for RICE generators (7+ days). Includes safety and monitoring systems.
60,Insufficient on-site storage capacity for critical resources,95,67,Fuel Storage Capacity,85,2,Reciprocating Internal Combustion Engines (RICE),200000.00,500000.00,Building-specific expanded fuel storage for extended RICE operation. Includes advanced monitoring and safety systems.
60,Insufficient on-site storage capacity for critical resources,85,144,Backup Water Supply,100,17,Emergency Water Systems,55000.00,186666.6667,"Allocated cost per building (~135 benefiting) for major system infrastructure project (installing new water mains to create loops). High cost/variability due to civil work, retrofit challenges, crossi"
60,Insufficient on-site storage capacity for critical resources,95,70,Centralized Heating Fuel Storage Capacity,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
60,Insufficient on-site storage capacity for critical resources,90,164,On-Site Water Supply Capacity,80,17,Emergency Water Systems,55000.00,186666.6667,Same logic as Gap 30/Strategy 159. Allocated share of main looping project cost per benefiting building. Looping improves reliability which aids sustainability.
61,Lacking priority status in critical resource delivery contracts,90,108,Contractor Emergency Availability Protocol (Energy),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
61,Lacking priority status in critical resource delivery contracts,90,165,Contractor Emergency Availability Protocol (Water),95,17,Emergency Water Systems,4166.6667,12666.6667,Allocated cost per building (~135 or 230 depending on how rights are held) for legal/administrative work to secure/document water rights. Low direct CAPEX impact per building.
61,Lacking priority status in critical resource delivery contracts,95,107,Fuel Procurement Contracts,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
62,Lacking adequate system documentation and as-built drawings,75,86,"Operations, Maintenance, and Testing (OM&T) Protocol",95,11,Generator Reliability,45000.00,125000.00,"Comprehensive documentation development including as-built drawings, system specifications, and operational procedures."
62,Lacking adequate system documentation and as-built drawings,70,99,Centralized Damage Assessment Database (Digital or Hardcopy),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
63,Lacking integration between different control systems,90,52,Installation-wide SCADA System (Energy),90,8,Industrial Control Systems (ICS) Cybersecurity,150000.00,375000.00,"Secure integration of disparate energy control systems. Includes secure gateways, protocol converters, and monitoring with cybersecurity protections."
63,Lacking integration between different control systems,90,139,Installation-wide SCADA System (Wastewater),90,21,Water System Management & Monitoring,40000.00,133333.3333,Same logic as Gap 29/Strategy 161. Allocated cost per building for water rights documentation.
63,Lacking integration between different control systems,90,154,Installation-wide SCADA System (Water),95,21,Water System Management & Monitoring,40000.00,133333.3333,"Allocated cost per building (~135) for participation in regional planning studies (consultant fees, modeling, meetings). Higher end reflects more intensive modeling/study efforts."
63,Lacking integration between different control systems,85,47,Energy Management and Control Systems (EMCS),85,12,Microgrid,175000.00,425000.00,"Integration of disparate control systems within microgrid EMCS. Includes gateways, protocol converters, and unified management interfaces."
63,Lacking integration between different control systems,90,52,Installation-wide SCADA System (Energy),85,12,Microgrid,200000.00,475000.00,"Comprehensive integration of control systems within microgrid SCADA. Includes gateways, protocol converters, and unified management platform."
64,Lacking substation interconnection/backfeed capabilities,95,119,District Substation Interconnect (Backfeeding),75,14,Power Quality,425000.00,975000.00,"New interconnection capabilities with power quality features. Includes conditioning, filtering, and monitoring."
64,Lacking substation interconnection/backfeed capabilities,95,119,District Substation Interconnect (Backfeeding),100,7,Substations,525000.00,1350000.00,Implementation of backfeeding capability between district substations. Includes specialized switchgear and control equipment.
64,Lacking substation interconnection/backfeed capabilities,95,131,Installation Substation Interconnect (Backfeeding),100,7,Substations,625000.00,1550000.00,Implementation of backfeeding capability between installation substations. Includes specialized switchgear and controls.
64,Lacking substation interconnection/backfeed capabilities,95,119,District Substation Interconnect (Backfeeding),75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,575000.00,1350000.00,Backfeeding implementation meeting Tier requirements for critical facilities. Includes specialized switchgear and monitoring.
64,Lacking substation interconnection/backfeed capabilities,95,131,Installation Substation Interconnect (Backfeeding),75,4,Uptime Institute Data Center Site Infrastructure Tier Standard,675000.00,1550000.00,Advanced backfeeding capability meeting higher Tier standards. Includes comprehensive control and protection systems.
65,Lacking demand forecasting and resource planning capabilities,90,63,Energy Demand Management - Peaker Plant,95,10,Combustion Turbines (CT),500000.00,1200000.00,CT configured as a peaker plant with load forecasting and management systems. Includes advanced controls and grid integration.
65,Lacking demand forecasting and resource planning capabilities,85,162,Collaborative Groundwater Resource Planning,90,20,Water Resource Planning & Management,13666.6667,38333.3333,Same logic as Gap 59/Strategy 162. Allocated cost per building for collaborative planning.
65,Lacking demand forecasting and resource planning capabilities,95,62,Energy Demand Forecasting,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
66,Lacking thermal energy storage systems,95,26,Thermal Energy Storage,60,15,Battery Energy Storage Systems (BESS),175000.00,400000.00,BESS connected to thermal storage systems with control integration. Uses batteries to charge thermal storage during optimal periods.
67,Lacking periodic system recommissioning protocol,85,86,"Operations, Maintenance, and Testing (OM&T) Protocol",95,11,Generator Reliability,60000.00,160000.00,Development and implementation of periodic recommissioning protocols for generator systems. Includes testing and verification procedures.
67,Lacking periodic system recommissioning protocol,95,59,System Recommissioning and Rebalancing,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
68,Lacking regional utility resource collaboration framework,75,130,Alternate Substation Connection (Off-site Level),100,7,Substations,875000.00,2200000.00,Connection to alternate utility provider's substation. Includes long-distance infrastructure and special interconnection equipment.
68,Lacking regional utility resource collaboration framework,75,88,Alternate Wastewater Connection,95,18,Redundant Water Infrastructure,45166.6667,114333.3333,Same logic as Gap 59/65 for Strategy 162. Allocated cost per building for collaborative planning.
68,Lacking regional utility resource collaboration framework,90,162,Collaborative Groundwater Resource Planning,95,20,Water Resource Planning & Management,45166.6667,114333.3333,"Cost per building potentially higher than Strat 144 if developing an on-site source (e.g., well) + storage/treatment via retrofit. High end reflects well drilling, pumps, significant treatment, comple"
68,Lacking regional utility resource collaboration framework,75,166,Off-site Domestic Water Connection,100,18,Redundant Water Infrastructure,45166.6667,114333.3333,"Focuses on storage; same logic as Strat 144. Cost per building for retrofitting storage tanks, pumps, controls."
68,Lacking regional utility resource collaboration framework,80,133,Secondary Electric Utility Provider,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
69,Lacking standardized damage assessment system,85,89,Electrical System Failure Forensics Capacity,85,11,Generator Reliability,40000.00,120000.00,"Implementation of standardized damage assessment protocols and tools. Includes documentation, training, and assessment equipment."
69,Lacking standardized damage assessment system,95,99,Centralized Damage Assessment Database (Digital or Hardcopy),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
69,Lacking standardized damage assessment system,95,102,Multidisciplinary Disaster Assistance Response Teams (DARTs) Using Standardized Checklists,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,15,Centralized Generator Full-Load Testing,85,10,Combustion Turbines (CT),150000.00,350000.00,"Comprehensive O&M framework for centralized CT including testing protocols, maintenance procedures, and training."
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,16,Centralized Generator Hard-Drop Testing,85,10,Combustion Turbines (CT),175000.00,400000.00,Enhanced O&M framework with advanced testing capabilities for centralized CTs. Includes training and documentation.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,3,Generator Full-Load Testing,85,10,Combustion Turbines (CT),100000.00,250000.00,Building-specific O&M framework with testing protocols for distributed CTs. Includes training and regular testing schedule.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,4,Generator Hard-Drop Testing,85,10,Combustion Turbines (CT),125000.00,300000.00,Enhanced building-specific O&M framework with advanced testing capabilities for distributed CTs.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,15,Centralized Generator Full-Load Testing,95,11,Generator Reliability,120000.00,275000.00,Development of comprehensive OM&T framework with focus on full-load testing for centralized generators. Includes documentation and training.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,16,Centralized Generator Hard-Drop Testing,95,11,Generator Reliability,140000.00,325000.00,Enhanced OM&T framework with focus on hard-drop testing for centralized generators. Includes specialized equipment and procedures.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,3,Generator Full-Load Testing,100,11,Generator Reliability,90000.00,225000.00,Building-specific OM&T framework with focus on full-load testing for distributed generators. Includes documentation and training.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,4,Generator Hard-Drop Testing,100,11,Generator Reliability,110000.00,275000.00,Enhanced building-specific OM&T framework with focus on hard-drop testing for distributed generators. Includes specialized procedures.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",95,86,"Operations, Maintenance, and Testing (OM&T) Protocol",95,11,Generator Reliability,100000.00,250000.00,"Complete OM&T framework development and implementation. Includes documentation, training, scheduling, and verification procedures."
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,87,UPS Maintenance and Testing Protocol,100,11,Generator Reliability,60000.00,150000.00,"UPS-specific OM&T framework development and implementation. Includes battery testing, load testing, and maintenance procedures."
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,15,Centralized Generator Full-Load Testing,85,2,Reciprocating Internal Combustion Engines (RICE),125000.00,300000.00,Comprehensive O&M framework for centralized RICE generators including testing protocols and training.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,16,Centralized Generator Hard-Drop Testing,85,2,Reciprocating Internal Combustion Engines (RICE),150000.00,350000.00,Enhanced O&M framework with advanced testing for centralized RICE generators. Includes training and documentation.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,3,Generator Full-Load Testing,85,2,Reciprocating Internal Combustion Engines (RICE),80000.00,200000.00,Building-specific O&M framework with testing protocols for RICE generators. Includes training and documentation.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,4,Generator Hard-Drop Testing,85,2,Reciprocating Internal Combustion Engines (RICE),100000.00,250000.00,Enhanced building-specific O&M framework with advanced testing for RICE generators. Includes specialized procedures.
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,82,Preventative Maintenance for Heating and Cooling Equipment,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,84,Preventative Maintenance for Power Systems,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
70,"Lacking comprehensive Operations, Maintenance & Testing framework",85,85,Preventative Maintenance for Water Systems,90,21,Water System Management & Monitoring,9000.00,28333.3333,Allocated administrative/legal cost per building (~135) to establish emergency water delivery contracts/protocols.
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,95,15,Battery Energy Storage Systems (BESS),650000.00,1800000.00,"Building's portion of advanced district microgrid with BESS providing grid services, frequency regulation, and demand response functionality."
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,95,15,Battery Energy Storage Systems (BESS),400000.00,950000.00,"Building-specific microgrid with advanced controls, smart inverters, and grid-interactive BESS for demand management and grid services."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,85,16,Combined Heat and Power (CHP),1000000.00,3000000.00,Building's portion of advanced district CHP microgrid with smart controls for electrical and thermal optimization. Includes grid integration functionality.
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,85,16,Combined Heat and Power (CHP),750000.00,1600000.00,"Building-specific CHP microgrid with advanced controls, grid-interactive capabilities, and thermal/electrical optimization controls."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,85,10,Combustion Turbines (CT),950000.00,2800000.00,"Building's portion of district microgrid with advanced grid integration. Includes smart controls, demand response, and grid services."
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,85,10,Combustion Turbines (CT),650000.00,1500000.00,"Building-specific microgrid with advanced grid-interactive capabilities, smart controls, and demand management."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,85,5,Fuel Cells,800000.00,2500000.00,"Building's portion of district microgrid with advanced controls, grid-interactive capabilities, and demand response functionality."
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,85,5,Fuel Cells,500000.00,1200000.00,"Building-specific microgrid with smart inverters, control systems, and grid integration hardware/software."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,75,1,Geothermal,750000.00,2200000.00,Building's portion of advanced district geothermal microgrid with smart controls. Includes grid-interactive capabilities and thermal/electrical optimization.
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,75,1,Geothermal,500000.00,1400000.00,"Building-specific geothermal microgrid with advanced controls, grid-interactive capabilities, and thermal/electrical optimization controls."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,75,6,Hydrogen Production,1400000.00,3800000.00,"Building's portion of district hydrogen microgrid with advanced grid integration. Includes smart controls, demand response, and grid services capability."
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,75,6,Hydrogen Production,950000.00,2500000.00,"Building-specific hydrogen microgrid with advanced grid-interactive capabilities. Includes smart controls, optimization systems, and demand management."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,75,8,Industrial Control Systems (ICS) Cybersecurity,225000.00,550000.00,Building's share of advanced grid control with enhanced cybersecurity for district microgrid. Includes secure communications and monitoring.
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,75,8,Industrial Control Systems (ICS) Cybersecurity,175000.00,450000.00,Advanced grid control systems with enhanced cybersecurity for building-specific microgrid. Includes secure controllers and monitoring.
71,Lacking advanced grid control/integration capabilities,85,52,Installation-wide SCADA System (Energy),90,8,Industrial Control Systems (ICS) Cybersecurity,200000.00,500000.00,"Implementation of advanced secure grid control systems. Includes secure controllers, communications, and monitoring with enhanced cybersecurity."
71,Lacking advanced grid control/integration capabilities,90,118,Automatic Sectionalizers on Distribution Lines,80,12,Microgrid,200000.00,500000.00,"Advanced sectionalizing equipment with grid-integration features. Includes smart switches, controllers, and communications for grid services."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,100,12,Microgrid,900000.00,2700000.00,"Building's share of advanced district microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities."
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,100,12,Microgrid,600000.00,1700000.00,"Advanced building-specific microgrid with sophisticated grid integration. Includes smart inverters, controllers, and grid service capabilities."
71,Lacking advanced grid control/integration capabilities,85,52,Installation-wide SCADA System (Energy),85,12,Microgrid,275000.00,650000.00,"Comprehensive SCADA with advanced grid integration capabilities. Includes controllers, communications, and software for grid services."
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,75,13,Nuclear Generators,3200000.00,9000000.00,Building's share of advanced nuclear microgrid with sophisticated grid integration capabilities and control systems.
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,75,13,Nuclear Generators,5500000.00,16000000.00,Advanced building-specific nuclear microgrid with sophisticated grid integration capabilities and control systems.
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,80,2,Reciprocating Internal Combustion Engines (RICE),800000.00,2300000.00,Building's portion of district microgrid with advanced grid integration. Includes smart controls and grid services.
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,80,2,Reciprocating Internal Combustion Engines (RICE),550000.00,1300000.00,Building-specific microgrid with advanced grid-interactive capabilities. Includes smart controls and demand management.
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,85,3,Solar Photovoltaic (PV),350000.00,850000.00,Building's share of advanced district solar microgrid with sophisticated grid integration. Includes smart inverters and control systems.
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,85,3,Solar Photovoltaic (PV),500000.00,1200000.00,"Advanced building-specific solar microgrid with grid-interactive capabilities. Includes smart inverters, advanced controls, and monitoring."
71,Lacking advanced grid control/integration capabilities,90,132,Remote Substation Controls / Operations,100,7,Substations,300000.00,700000.00,"Advanced grid control systems for substations. Includes smart equipment, communications, and management software."
71,Lacking advanced grid control/integration capabilities,90,122,Remote Substation Monitoring and Controls,100,7,Substations,350000.00,825000.00,Sophisticated monitoring and control systems for grid integration. Includes advanced sensors and management platforms.
71,Lacking advanced grid control/integration capabilities,95,116,District Microgrid,85,9,Wind Turbine Generators,550000.00,1500000.00,Building's share of advanced district wind microgrid with sophisticated grid integration. Includes smart inverters and controls.
71,Lacking advanced grid control/integration capabilities,95,127,Installation Microgrid,85,9,Wind Turbine Generators,750000.00,1900000.00,"Advanced building-specific wind microgrid with grid-interactive capabilities. Includes smart inverters, controls, and monitoring."
72,Lacking alternate wastewater system connections/infrastructure,80,139,Installation-wide SCADA System (Wastewater),95,21,Water System Management & Monitoring,55000.00,180000.00,Same logic as Gap 30/Strategy 166. Cost per building for physical connection retrofit.
72,Lacking alternate wastewater system connections/infrastructure,95,88,Alternate Wastewater Connection,95,18,Redundant Water Infrastructure,55000.00,180000.00,"Cost per building to establish a new domestic service connection from a secondary off-site source via retrofit. Increased range accounts for utility fees, potentially long distances, complex site work"
72,Lacking alternate wastewater system connections/infrastructure,85,148,Backup Power for Lift Stations (Storm/Sanitary Sewer),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
72,Lacking alternate wastewater system connections/infrastructure,85,149,Backup Power for Wastewater Treatment Plant,90,17,Emergency Water Systems,55000.00,180000.00,Allocated administrative/legal cost per building (~135) related to establishing agreements necessary for off-site domestic connections. Physical connection cost is separate.
